Industry,investment_type,SubIndustry,ProductServiceType,name,Unicorn,org_name,cb_url,rank,legal_name,roles,homepage_url,country_code,region,city,status,short_description,category_list,category_groups_list,num_funding_rounds,total_funding_usd,founded_on,last_funding_on,closed_on,employee_count,logo_url,alias1,primary_role,num_exits,funding_round_uuid,org_country_code,announced_on,raised_amount_usd,post_money_valuation_usd,post_money_valuation,investor_count,investor_name,investor_type,is_lead_investor,investor_country_code,investor_types,investor_investment_count,investor_total_funding_usd,is_lead_investor_name,featured_job_title,acquirer_name,acquisition_type,acquired_on,stock_exchange_symbol,stock_symbol,went_public_on,valuation_price_usd,money_raised_usd,funding_year,founded_year,acquired_year,went_public_year,country_name(CHN),country_name,country_name_full,Post Money Value
儲能,Series Unknown,化學儲能,電轉氫,Siqens,,Siqens,https://www.crunchbase.com/organization/siqens-gmbh,248854.0,Siqens GmbH,company,http://www.siqens.de,DEU,Bayern,Munich,operating,replacing diesel generators with patented fuel cell technology,"Clean Energy,CleanTech,Energy,Fuel Cell","Energy,Sustainability",2.0,,2012-01-01,2018-05-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/v1506320336/lsfiyrhxh5cowvtdabox.png,,company,,f167d149-0b9c-4022-92cb-4e884e2cea72,DEU,2013-10-21,,,,2.0,VNT Management,organization,,FIN,venture_capital,20.0,,,CEO,,,,,,,,,2013.0,2012.0,,,德國,Germany,Germany,
儲能,Series A,電池循環經濟,"電池回收再利用,二次生命電池",Saidemei,,Saidemei,https://www.crunchbase.com/organization/saidemei,735410.0,,company,,CHN,Beijing,Beijing,operating,Saidemei is a high-tech company that develops and industrializes with resource recovery and reuse technologies.,"Battery,Industrial,Recycling","Energy,Manufacturing,Sustainability",2.0,,2016-01-01,2022-09-09,,,https://images.crunchbase.com/image/upload/t_cb-default-original/qcgvgq493opkndwqnhgn,赛德美,company,,9fa6273d-1150-4725-9084-fd4c93a67924,CHN,2020-01-07,,,,1.0,Amphora Capital,organization,,CHN,venture_capital,39.0,,Amphora Capital,,,,,,,,,,2020.0,2016.0,,,中國,China,Peoples Republic of China2,
儲能,Series Unknown,"其它,熱能儲能",地壓地熱儲能,Furusato Thermoelectric,,Furusato Thermoelectric,https://www.crunchbase.com/organization/furusato-thermoelectric,185071.0,"Furusato Thermoelectric Co., Ltd.",company,https://furusato-nd.co.jp/,IDN,Jawa Tengah,Japan,operating,Furusato Thermoelectric is an energy infrastructure firm that specializes in geothermal energy development and renewable energy projects.,"Construction,Geothermal Energy,Infrastructure","Energy,Other,Real Estate,Sustainability",1.0,,2012-07-04,2025-09-02,,,https://images.crunchbase.com/image/upload/t_cb-default-original/6ea8b93f012a48a9abe78babd4c68d26,Furusato Netsuden,company,,3ca76665-275f-405f-9a9f-142b58a1fa09,IDN,2025-09-02,,,,1.0,Baseload Capital,organization,,SWE,,1.0,146933713.0,Baseload Capital,,,,,,,,,,2025.0,2012.0,,,印度尼西亞,Indonesia,Indonesia,
儲能,Seed,儲能系統整合,設備供應安裝,EExion,,EExion,https://www.crunchbase.com/organization/eexion,331691.0,EExion Ltd,company,https://www.eexion.com/,ISR,HaMerkaz,Petah Tiqva,operating,"EEXION develops disruptive energy storage technology which is safe, recyclable, fast charging and cost effective.","Energy,Energy Efficiency,Energy Storage","Energy,Sustainability",1.0,,2019-08-13,2022-08-14,,,https://images.crunchbase.com/image/upload/t_cb-default-original/c0ac7e739c88428cadf8f1a8db565e76,,company,,51a842ee-3fed-44ab-ae8f-9cf9810938ae,ISR,2022-08-14,,,,3.0,4WARD.VC,organization,,CHE,"accelerator,venture_capital",7.0,,,CEO Founder,,,,,,,,,2022.0,2019.0,,,以色列,Israel,Israel,
儲能,Pre-Seed,"其它,熱能儲能",地壓地熱儲能,EARTHBRIDGE ENERGY,,EARTHBRIDGE ENERGY,https://www.crunchbase.com/organization/earthbrigbe-energy,471351.0,EarthBridge Energy LLC,company,https://www.earthbridgeenergy.com/,USA,Texas,Houston,operating,EarthBridge Energy is developing a grid-scale geothermal energy storage technology called the GeoBattery.,"Energy,Energy Storage,Geothermal Energy,Renewable Energy","Energy,Sustainability",1.0,,2021-06-15,2022-01-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/xcf85qz5rkl35uou9xie,,company,,381f6291-8ef4-44bf-8d44-be2eb4392bde,USA,2022-01-01,,,,,,,,,,,,,,,,,,,,,,2022.0,2021.0,,,美國,USA,United States of America,
儲能,Seed,儲能系統整合,設備供應安裝,Yuanhe Energy,,Yuanhe Energy,https://www.crunchbase.com/organization/yuanhe-energy,731371.0,"Beijing Yuanhe Energy Co., Ltd.",company,http://www.yhenergy.com/,CHN,Beijing,Tongzhou,operating,"Yuanhe Energy focuses on RD, production sales of large-scale industrial, commercial, digital energy storage products.","Energy,Energy Storage,Power Grid",Energy,1.0,,2022-05-01,2023-06-08,,,https://images.crunchbase.com/image/upload/t_cb-default-original/vjp8ev6gpdlwjxmgulzf,北京元禾能源有限公司,company,,06533d5e-d39c-4fac-9996-6a816d8a565a,CHN,2023-06-08,,,,2.0,Restone Capital,organization,,CHN,venture_capital,8.0,,,,,,,,,,,,2023.0,2022.0,,,中國,China,Peoples Republic of China2,
儲能,Seed,"電化學儲能,儲能系統整合","鋰離子電池,設備供應安裝",Wisdom New Energy,,Wisdom New Energy,https://www.crunchbase.com/organization/wisdom-new-energy,641310.0,"Huizhou Weishi New Energy Co., Ltd.",company,http://www.wesbattery.com/,CHN,Guangdong,Huizhou,operating,"Wisdom New Energy focused on the battery cell, packaging, and system integration of rechargeable lithium-ion batteries.","Battery,Manufacturing","Energy,Manufacturing",1.0,,2014-01-01,2023-06-06,,,https://images.crunchbase.com/image/upload/t_cb-default-original/dgxtha7oplvpwwhkt0wx,Huizhou Weishi New Energy,company,,7536c21f-c263-406a-ae03-ac076efe65d4,CHN,2023-06-06,,,,,,,,,,,,,,,,,,,,,,2023.0,2014.0,,,中國,China,Peoples Republic of China2,
儲能,Others,"電化學儲能,電池循環經濟,儲能系統整合","鋰硫電池,二次生命電池,設備供應安裝",S Graphene,,S Graphene,https://www.crunchbase.com/organization/s-graphene,1402739.0,"S Graphene Co., Ltd.",company,https://www.s-graphene.com,KOR,Seoul-t'ukpyolsi,Seoul,operating,S Graphene is a graphene application material company that offers graphene technology development and research.,"Battery,Electronics,Wholesale","Commerce and Shopping,Consumer Electronics,Energy,Hardware",1.0,,2020-02-01,2021-06-18,,,https://images.crunchbase.com/image/upload/t_cb-default-original/dziw0c9rsphijtmcibvl,에스그래핀,company,,ee7704e9-a0a6-4a7c-9b31-73aef49ceecb,KOR,2021-06-18,,,,1.0,TIPS Program,organization,,KOR,incubator,1517.0,,,,,,,,,,,,2021.0,2020.0,,,南韓,South Korea,Republic of Korea10,
儲能,Series C,電池循環經濟,電池回收再利用,EnChem,,EnChem,https://www.crunchbase.com/organization/enchem-co,389049.0,"EnChem Co., Ltd.",company,http://www.enchem.net,KOR,Ch'ungch'ong-namdo,Cheonan,operating,"EnChem develops, manufactures, and markets lithium rechargeable batteries electrolytes and polymer batteries electrolytes products.","Battery,Manufacturing,Product Design","Design,Energy,Manufacturing",1.0,,2012-01-01,2019-09-15,,,https://images.crunchbase.com/image/upload/t_cb-default-original/utlykqlrv9cn3edggu9q,,company,,462df6de-11f7-44ef-8f6b-360698840c51,KOR,2019-09-15,,,,1.0,Quad Ventures,organization,,KOR,venture_capital,28.0,,,,,,,,,,,,2019.0,2012.0,,,南韓,South Korea,Republic of Korea10,
儲能,Others,電池循環經濟,"電池回收再利用,二次生命電池",Cosmos Lab,,Cosmos Lab,https://www.crunchbase.com/organization/cosmos-lab,462749.0,"COSMOS LAB CO., LTD.",company,https://cosmoslab.kr,KOR,Kyonggi-do,Seongnam,operating,Cosmos Lab is a battery manufacturer.,"Battery,Electric Vehicle,Electronics,Manufacturing","Consumer Electronics,Energy,Hardware,Manufacturing,Transportation",2.0,,2021-01-01,2021-06-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/gbbqvp7p9ipinlp9li1p,코스모스랩,company,,a77b6a52-a1ec-4003-9979-e67fc23f86ae,KOR,2021-06-01,,,,1.0,TIPS Program,organization,,KOR,incubator,1517.0,,,,,,,,,,,,2021.0,2021.0,,,南韓,South Korea,Republic of Korea10,
儲能,Seed,電化學儲能,"鋰離子電池,鈉離子電池",Color Tech,,Color Tech,https://www.crunchbase.com/organization/color-tech,612209.0,"Huacai (Hefei) New Energy Technology Co., Ltd.",company,,CHN,Anhui,Hefei,operating,"Color Tech is a company specialized in the research and development, manufacturing, and sales of semi-solid battery electrolytes.","Battery,Manufacturing","Energy,Manufacturing",1.0,,2023-05-01,2024-10-31,,,https://images.crunchbase.com/image/upload/t_cb-default-original/42893f4a1417457faf9027b1f8bfbe19,Huacai New Energy,company,,746b7c55-22b7-4d9c-8c80-97bd9c15718c,CHN,2024-10-31,,,,1.0,Cowin Capital,organization,,CHN,private_equity_firm,336.0,,Cowin Capital,,,,,,,,,,2024.0,2023.0,,,中國,China,Peoples Republic of China2,
儲能,Series B,電化學儲能,鋰離子電池,Montavista,,Montavista,https://www.crunchbase.com/organization/montavista-73ff,374853.0,"Anhui Mengwei New Energy Technology Co., Ltd.",company,https://www.metabattery.com/,CHN,Anhui,Hefei,operating,Montavista is a technology innovation company that specializes in developing high-energy-density lithium metal battery materials.,"Battery,Industrial,Industrial Manufacturing","Energy,Manufacturing",1.0,,2017-01-01,2025-09-04,,,https://images.crunchbase.com/image/upload/t_cb-default-original/7cf311ddc77a476fb19d6b1bd35888ad,盟维新能源,company,,84e70ff8-f8ef-4926-8a9d-7a1225c375c8,CHN,2025-09-04,,,,3.0,CHILWEE,organization,,CHN,,7.0,,,,,,,,,,,,2025.0,2017.0,,,中國,China,Peoples Republic of China2,
儲能,Seed,"電池循環經濟,儲能系統整合","電池回收再利用,設備供應安裝",Matador Lectro,,Matador Lectro,https://www.crunchbase.com/organization/matador-lectro,787894.0,,company,https://lectro.asia/,IDN,Aceh,Jawa,operating,"Matador Lectro is a renewable energy company that focuses on lithium batteries, energy management systems, and battery management systems.","Battery,Environmental Consulting,Renewable Energy","Energy,Professional Services,Sustainability",1.0,,2021-01-01,2023-01-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/f708f55413b24b16b46f3a674acf11ea,,company,,574b1fdd-00e8-4156-b3a4-b9099a48ef69,IDN,2023-01-01,,,,1.0,UMG IdeaLab,organization,,IDN,venture_capital,42.0,,,,,,,,,,,,2023.0,2021.0,,,印度尼西亞,Indonesia,Indonesia,
儲能,Seed,"電化學儲能,儲能系統整合","液流電池,設備供應安裝,系統整合,儲能專案開發與營運商",Younengchuang,,Younengchuang,https://www.crunchbase.com/organization/younengchuang,1173388.0,"Qingdao Younengchuang Technology Co., Ltd",company,http://www.unc-energy.com,CHN,Shandong,Qingdao Shi,operating,Younengchuang Technology is a power electronic conversion technology company.,"Energy Storage,Manufacturing,Semiconductor","Energy,Hardware,Manufacturing,Science and Engineering",1.0,,2021-12-01,2024-11-06,,,https://images.crunchbase.com/image/upload/t_cb-default-original/9890360e79154782a6f011fc63b7dec2,攸能创,company,,33848e7a-9a05-4135-a3f7-e0aac7e61d97,CHN,2024-11-06,,,,1.0,Milestone Capital,organization,,CHN,venture_capital,8.0,,Milestone Capital,,,,,,,,,,2024.0,2021.0,,,中國,China,Peoples Republic of China2,
儲能,Series A,"電池循環經濟,儲能系統整合","電池回收再利用,設備供應安裝",EcoNiLi Battery New Energy,,EcoNiLi Battery New Energy,https://www.crunchbase.com/organization/econili-battery-new-energy-sdn-bhd,370195.0,Econili Battery New Energy Sdn. Bhd.,company,https://econilib2b.com/,MYS,Kuala Lumpur,Petaling,operating,EcoNiLi Battery New Energy is a lithium-ion battery recycling and disposal solution company.,"Battery,Recycling,Sustainability","Energy,Sustainability",1.0,,2023-01-01,2024-01-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/584ba610cf2547c1b5e41f19e4801ed8,EcoNiLi,company,,9fb4f8cc-79c2-4ff0-80e1-c96417789143,MYS,2024-01-01,,,,,,,,,,,,,,,,,,,,,,2024.0,2023.0,,,馬來西亞,Malaysia,Malaysia,
儲能,Series Unknown,電池循環經濟,"電池回收再利用,二次生命電池",Moculatech,,Moculatech,https://www.crunchbase.com/organization/moculatech,1620379.0,"Moculatech Co., Ltd.",company,http://www.mocuratec.com,KOR,Kyonggi-do,Seongnam,operating,Moculatech is a developer for fire safety technology of lithium-ion batteries.,"Battery,Consumer Electronics,Electronics,Public Safety","Consumer Electronics,Energy,Government and Military,Hardware",1.0,,2022-01-01,2024-03-25,,,https://images.crunchbase.com/image/upload/t_cb-default-original/ukzihj2qfw8iczecr7hm,Mokuratech,company,,ba61b00c-7383-437d-9b51-fa67a1e92cb9,KOR,2024-03-25,,,,1.0,Kaon Group,organization,,KOR,,1.0,,Kaon Group,,,,,,,,,,2024.0,2022.0,,,南韓,South Korea,Republic of Korea10,
儲能,Series C,電池循環經濟,"電池回收再利用,二次生命電池",Daqin New Energy,,Daqin New Energy,https://www.crunchbase.com/organization/daqin-new-energy,432641.0,"Jiangsu Daqin New Energy Technology Co., Ltd.",company,http://www.dyness-tech.com.cn,CHN,Hunan,Xian,operating,Daqin New Energy Technology is a developer of solar battery energy storage systems.,"Energy,Energy Management,Energy Storage",Energy,3.0,,2022-06-21,2023-07-26,,,https://images.crunchbase.com/image/upload/t_cb-default-original/hjvvmy6rjgtbjcmk5i6z,Daqin New Energy Technology,company,,a51242e1-e6b1-42a1-b512-bbdfe432b896,CHN,2023-07-26,,,,6.0,L Catterton,organization,,USA,private_equity_firm,187.0,,CICC,,,,,,,,,,2023.0,2022.0,,,中國,China,Peoples Republic of China2,
儲能,Seed,"電化學儲能,儲能系統整合","鋰離子電池,設備供應安裝",Vivitron Energy,,Vivitron Energy,https://www.crunchbase.com/organization/vivitron-energy,386612.0,Vivitron Energy Private Limited,company,https://www.vivitronenergy.com/,IND,Karnataka,Bengaluru,operating,Vivitron Energy provides engineering solutions and the production of lithium-ion batteries tailored to meet energy demands.,"Battery,Energy Storage,Manufacturing","Energy,Manufacturing",1.0,,2019-01-01,2021-01-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/38e65026831748299eb300cea74dc074,,company,,ac207a89-7862-41ea-9177-6aa9ed228727,IND,2021-01-01,,,,1.0,TheStartupLab,organization,,IND,,48.0,,,,,,,,,,,,2021.0,2019.0,,,印度,India,India,
儲能,Series Unknown,電池循環經濟,"電池回收再利用,二次生命電池",V-ONE TECH,,V-ONE TECH,https://www.crunchbase.com/organization/v-one-tech,1843893.0,"V1Tech Co., Ltd.",company,http://www.v-one.co.kr,KOR,Kyonggi-do,Seongnam,operating,"V-ONE TECH is a manufacturer of indentation inspection, FOG bonding alignment system, and indentation testers.","Battery,Industrial Engineering,Manufacturing,Test and Measurement","Data and Analytics,Energy,Manufacturing,Science and Engineering",1.0,,2006-01-01,2013-01-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/smlwurdrjj6hkakfmvki,,company,,9e587809-c4fc-430b-9f01-d080d5f3aeec,KOR,2013-01-01,,,,1.0,ROI Investment Partners,organization,,KOR,venture_capital,35.0,,,,,,,,,,,,2013.0,2006.0,,,南韓,South Korea,Republic of Korea10,
儲能,Others,"電化學儲能,電池循環經濟,儲能系統整合","鋰離子電池,電池回收再利用,設備供應安裝",US Energy,,US Energy,https://www.crunchbase.com/organization/u-s-energy-1736,466845.0,"US Energy Co., Ltd.",company,http://www.uns-energy.com,KOR,Ch'ungch'ong-namdo,Cheonan,operating,"US Energy is a manufacturer of lithium batteries, materials, and equipment.","Battery,Consumer Electronics,Manufacturing","Consumer Electronics,Energy,Hardware,Manufacturing",1.0,,2018-01-01,2020-03-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/dwtczfnbdq82wqhuu4vh,,company,,87a9f685-faec-4a92-8d85-a60f9fea9f10,KOR,2020-03-01,,,,1.0,TIPS Program,organization,,KOR,incubator,1517.0,,,,,,,,,,,,2020.0,2018.0,,,南韓,South Korea,Republic of Korea10,
儲能,Series Unknown,電池循環經濟,電池回收再利用,Hydrovolt,,Hydrovolt,https://www.crunchbase.com/organization/hydrovolt,3493020.0,,company,https://www.hydrovolt.com,NOR,Ostfold,Fredrikstad,acquired,Hydrovolt specializing in the recycling of electric vehicle (EV) and industrial batteries.,"Battery,Recycling","Energy,Sustainability",1.0,,2020-01-01,2020-06-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/29763f88b2904412bd1524a82e87148e,,company,,6272c452-292b-44e1-b53a-7bd33602eab4,NOR,2020-06-01,,,,1.0,Norsk Hydro ASA,organization,,NOR,venture_capital,13.0,1097723097.0,Norsk Hydro ASA,,Norsk Hydro ASA,acquisition,2025-01-13,,,,,,2020.0,2020.0,2025.0,,挪威,Norway,Norway,
儲能,Angel,電化學儲能,鈉離子電池,Haona New Energy,,Haona New Energy,https://www.crunchbase.com/organization/haona-new-energy,622579.0,"Jiangsu Haona New Energy Technology Co., Ltd.",company,http://honaenergy.com,CHN,Jiangsu,Yancheng,operating,"Haona New Energy focuses on the RD and production of sodium-ion battery anode materials that are low-cost, long-lasting, and highly safe.","Battery,Manufacturing","Energy,Manufacturing",1.0,,2022-01-01,2023-05-20,,,https://images.crunchbase.com/image/upload/t_cb-default-original/eqbbuqtdxzaqkkendaz0,Jiangsu Haona New Energy Technology,company,,8c02e277-241b-41ec-9226-495b9633d874,CHN,2023-05-20,,,,4.0,Xiaomiao Langcheng,organization,,CHN,venture_capital,44.0,,Yueda Group,,,,,,,,,,2023.0,2022.0,,,中國,China,Peoples Republic of China2,
儲能,Angel,電化學儲能,鋰離子電池,Tangshi Technology,,Tangshi Technology,https://www.crunchbase.com/organization/tangshi-technology,622744.0,"Jiangsu Tanshi Technology Co., Ltd.",company,,CHN,Jiangsu,Suzhou,operating,Tangshi Technology focuses on the creation of negative electrode materials and conductive agents.,"Advanced Materials,Battery,Manufacturing","Energy,Manufacturing,Science and Engineering",2.0,,2022-01-01,2024-01-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/efyxrab7mn5ja6yi5mbu,Carbonsh Technology,company,,2bcf86a2-cb5a-4664-a99c-4c09edeb2bdb,CHN,2023-04-27,,,,5.0,Cowin Capital,organization,,CHN,private_equity_firm,336.0,,,,,,,,,,,,2023.0,2022.0,,,中國,China,Peoples Republic of China2,
儲能,Series Unknown,儲能系統整合,"設備供應安裝,系統整合,儲能專案開發與營運商",KlimaEnergi,,KlimaEnergi,https://www.crunchbase.com/organization/klimaenergi,869788.0,Klima-Energi AS,company,https://www.klimaenergi.dk,DNK,Syddanmark,Egtved,operating,KlimaEnergi is a sparring partner and specializes in offering renewable energy solutions within solar cell systems.,"Battery,Energy,Renewable Energy,Solar","Energy,Natural Resources,Sustainability",1.0,,2015-01-01,2024-01-05,,,https://images.crunchbase.com/image/upload/t_cb-default-original/ioqt0lim3hqy010fweyb,,company,,f90e2d3f-28b7-4ca2-9b17-a543da0119c7,DNK,2024-01-05,,,,1.0,Blue Equity,organization,,DNK,micro_vc,2.0,,Blue Equity,,,,,,,,,,2024.0,2015.0,,,丹麥,Denmark,Denmark,
儲能,Angel,電化學儲能,液流電池,Abtree,,Abtree,https://www.crunchbase.com/organization/abtree,581911.0,"ABTR Energy Technology (Suzhou) Co., Ltd.",company,,CHN,Jiangsu,Suzhou,operating,"Abtree is a manufacturer that specializes in RD, production, and manufacturing of all-vanadium redox flow batteries.","Battery,Manufacturing","Energy,Manufacturing",1.0,,2023-01-01,2023-05-22,,,https://images.crunchbase.com/image/upload/t_cb-default-original/r3hyz9b7slpo3jwabkv9,ABTR,company,,2921c591-b46a-4c68-9058-6a17adda1075,CHN,2023-05-22,,,,1.0,Rising Investments,organization,,CHN,venture_capital,30.0,,Rising Investments,,,,,,,,,,2023.0,2023.0,,,中國,China,Peoples Republic of China2,
儲能,Grant,"其它,熱能儲能",地壓地熱儲能,Mazama,,Mazama,https://www.crunchbase.com/organization/mazama,290239.0,"Mazama Energy, Inc.",company,https://mazamaenergy.com,USA,Washington,Seattle,operating,Mazama Energy is a geothermal operator and development firm committed to developing new techniques and technology for removing heat.,Geothermal Energy,"Energy,Sustainability",1.0,,2023-01-01,2024-11-21,,,https://images.crunchbase.com/image/upload/t_cb-default-original/9c4cb07dcb86451d994510a5cd50afea,Mazama Energy,company,,26264d55-929e-40b4-a628-f4559bfbc6e2,USA,2024-11-21,,,,1.0,US Department of Energy,organization,,USA,government_office,1401.0,,US Department of Energy,Acting CFO,,,,,,,,,2024.0,2023.0,,,美國,USA,United States of America,
儲能,Series A,儲能系統整合,設備供應安裝,BETTERIAL,,BETTERIAL,https://www.crunchbase.com/organization/betterial,444810.0,"BETTERIAL Co., Ltd.",company,https://www.betterial.io/en/index/,KOR,Kyonggi-do,Seongnam,operating,BETTERIAL supplies SWCNT (Single-walled carbon nanotubes) dispersions as conductive additives for improvement of battery performance.,"Advanced Materials,Battery","Energy,Manufacturing,Science and Engineering",1.0,,2018-09-01,2021-08-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/kgnfzsbvmddp0mthemtm,,company,,76128f69-13af-4bc8-8225-7434af129587,KOR,2021-08-01,,,,,,,,,,,,,,,,,,,,,,2021.0,2018.0,,,南韓,South Korea,Republic of Korea10,
儲能,Others,"電化學儲能,儲能系統整合","鋰硫電池,設備供應安裝",ACCUWATT Technologies,,ACCUWATT Technologies,https://www.crunchbase.com/organization/accuwatt-technologies,893296.0,ACCUWATT Technologies,company,https://www.accuwatt-technologies.com,FRA,Rhone-Alpes,Aiton,operating,"ACCUWATT Technologies specializes in the design, manufacture, maintenance, and service of lithium batteries, chargers, and cables.","Battery,Electronics,Manufacturing","Consumer Electronics,Energy,Hardware,Manufacturing",1.0,,2004-01-01,2002-06-18,,,https://images.crunchbase.com/image/upload/t_cb-default-original/yqoikwiajykzervfd7d5,,company,,4ca3c252-4b28-4cd1-88bb-a7cb0dfcc3b3,FRA,2002-06-18,,,,1.0,IncubAlliance Paris-Saclay,organization,,FRA,incubator,375.0,,,,,,,,,,,,2002.0,2004.0,,,法國,France,France,
儲能,PE,電池循環經濟,"電池回收再利用,二次生命電池",Anza Renewables,,Anza Renewables,https://www.crunchbase.com/organization/anza-renewables,212944.0,"Anza RE, LLC",company,https://www.anzarenewables.com,USA,California,Oakland,operating,"Anza Renewables facilitates the use of renewable energy by providing its developer, IPP, and EPC clients with a software solution.","Battery,Energy Storage,Procurement,Renewable Energy,Solar","Energy,Natural Resources,Sustainability,Transportation",1.0,,2021-01-01,2023-05-17,,,https://images.crunchbase.com/image/upload/t_cb-default-original/wat1nactps5eprpfd82n,,company,,e3d8fb18-9c43-41d0-b870-b4a0a6f13e53,USA,2023-05-17,,,,2.0,Angeleno Group,organization,,USA,"private_equity_firm,venture_capital",37.0,,Energy Capital Partners,Chief Executive Officer,,,,,,,,,2023.0,2021.0,,,美國,USA,United States of America,
儲能,Seed,機械儲能,空氣儲能,TerraStor,,TerraStor,https://www.crunchbase.com/organization/terrastor,222988.0,TerraStor Energy Corporation,company,http://terrastor.co,USA,Texas,Fort Worth,operating,Advanced compressed air energy storage for a carbon-free electrical grid,"CleanTech,Energy,Energy Storage","Energy,Sustainability",1.0,,2022-01-01,2022-08-25,,,https://images.crunchbase.com/image/upload/t_cb-default-original/yxnukh3kapxbgfhdlrhd,,company,,9c086d7c-cb9f-4894-8a9f-254a46d8e7c2,USA,2022-08-25,,,,1.0,Startupbootcamp Australia,organization,,AUS,"accelerator,angel_group,venture_capital",134.0,850000.0,,Co-founder CEO,,,,,,,,,2022.0,2022.0,,,美國,USA,United States of America,
儲能,Pre-Seed,儲能系統整合,設備供應安裝,HNE Futures,,HNE Futures,https://www.crunchbase.com/organization/hne-futures,438589.0,HNE Renewables Ltd.,company,https://www.hnefutures.com/,EGY,Al Qahirah,Cairo,operating,HNE Futures is a cleantech company that specializes in manufacturing e-mobility and charging solutions across region.,"Battery,Energy,Renewable Energy,Solar","Energy,Natural Resources,Sustainability",1.0,,2021-01-01,2024-09-17,,,https://images.crunchbase.com/image/upload/t_cb-default-original/9cbc3355c61844798fb628d6567f3e33,,company,,349a6590-6b8a-4940-b985-3ecfe53c1438,EGY,2024-09-17,,,,2.0,Climate Finance Accelerator,organization,,GBR,accelerator,23.0,,,,,,,,,,,,2024.0,2021.0,,,埃及,Egypt,Egypt,
儲能,Pre-Seed,儲能系統整合,"系統整合,儲能專案開發與營運商",Elssway,,Elssway,https://www.crunchbase.com/organization/elssway,377746.0,Elssway Ltd.,company,https://www.elssway.com/,ISR,Tel Aviv,Herzlia B,operating,"Powering Light Electric Vehicle (LEV) fleets with city-wide wireless charging, ensuring availability and efficiency.","Battery,Charging Infrastructure,Electric Vehicle,Energy,Smart Cities,Wireless","Energy,Hardware,Mobile,Real Estate,Transportation",1.0,,2023-01-01,2024-05-01,,,https://images.crunchbase.com/image/upload/t_cb-default-original/509cdbf7beee4586bccf53633700d48c,,company,,7fa4eaef-3956-4386-95be-632c73bb1876,ISR,2024-05-01,,,,1.0,Earth Beyond Ventures,organization,,ISR,venture_capital,11.0,,Earth & Beyond Ventures,,,,,,,,,,2024.0,2023.0,,,以色列,Israel,Israel,
儲能,Seed,儲能系統整合,設備供應安裝,ElevenEs,,ElevenEs,https://www.crunchbase.com/organization/elevenes,273870.0,,company,https://elevenes.com/,SRB,Vojvodina,Subotica,operating,ElevenEs is a Renewable Energy Semiconductor Manufacturing firm that makes ternary lithium batteries.,"Battery,Electronics,Manufacturing,Semiconductor","Consumer Electronics,Energy,Hardware,Manufacturing,Science and Engineering",2.0,,2019-01-01,2024-07-22,,,https://images.crunchbase.com/image/upload/t_cb-default-original/399e772e500b4fe89b783b5b2072fd67,,company,,fd8d31e6-f2fe-48ee-b8c1-bd9a0e88bc1a,SRB,2021-10-21,,,,1.0,EIT InnoEnergy,organization,,NLD,"accelerator,venture_capital",246.0,150145158.0,EIT InnoEnergy,,,,,,,,,,2021.0,2019.0,,,塞爾維亞,Serbia,Serbia,
儲能,Series A,"電化學儲能,電池循環經濟,儲能系統整合","鈉離子電池,固態電池,電池回收再利用,二次生命電池,設備供應安裝",Phylion Power (Chuzhou),,Phylion Power (Chuzhou),https://www.crunchbase.com/organization/phylion-power-chuzhou,752724.0,"Phylion Power (Chuzhou) Co., Ltd.",company,,CHN,Anhui,Chuzhou,operating,Phylion Power (Chuzhou) is a lithium battery company that specializes in developing lithium battery products.,"Battery,Electric Vehicle,Energy","Energy,Transportation",1.0,,2018-01-01,2024-11-08,,,,"Xingheng Power (Chuzhou) Co., Ltd.",company,,26836d85-f341-4c52-a7d8-6976a79d80ca,CHN,2024-11-08,,,,2.0,Jintong Capital,organization,,,,1.0,,,,,,,,,,,,2024.0,2018.0,,,中國,China,Peoples Republic of China2,
儲能,Others,化學儲能,電轉氫,Aichemist Metal,,Aichemist Metal,https://www.crunchbase.com/organization/aichemist-metal,548249.0,Aichemist Metal Inc,company,https://www.aichemistmetal.com/,USA,California,Mountain View,operating,Aichemist Metal is a B2B accelerator company.,"B2B,Battery,CleanTech,Manufacturing","Energy,Manufacturing,Other,Sustainability",2.0,,2019-01-01,2020-01-23,,,https://images.crunchbase.com/image/upload/t_cb-default-original/w6xdbltzmlkqljxqyec7,,company,,c52420bc-42f6-4243-92a6-d987d95cc10f,USA,2019-01-01,,,,1.0,Cleantech Open,organization,,USA,accelerator,679.0,,Cleantech Open,,,,,,,,,,2019.0,2019.0,,,美國,USA,United States of America,
